chamber,state,party,incumbent,termstart,bioguide,GDP,Annual GPD Percent Change,working age,65 and Older,First Term,Age First Term
house,TX,D,No,1997,R000568,8608.5,5.6,0.43,12.49,1997,50.1
house,MT,R,No,1997,H000605,8608.5,5.6,0.43,12.49,1997,50
house,AR,D,No,1997,S000672,8608.5,5.6,0.43,12.49,1997,49.3
house,KY,R,No,1997,N000143,8608.5,5.6,0.43,12.49,1997,49
house,RI,D,No,1997,W000315,8608.5,5.6,0.43,12.49,1997,48.7
house,CT,D,No,1997,M000090,8608.5,5.6,0.43,12.49,1997,48.3
house,KS,R,No,1997,S000662,8608.5,5.6,0.43,12.49,1997,47.3
house,MO,R,No,1997,B000575,8608.5,5.6,0.43,12.49,1997,47
house,MI,D,No,1997,S000770,8608.5,5.6,0.43,12.49,1997,46.7
house,MO,R,No,1997,E000172,8608.5,5.6,0.43,12.49,1997,46.3
house,UT,R,No,1997,C000116,8608.5,5.6,0.43,12.49,1997,46.2
house,AR,R,No,1997,H001014,8608.5,5.6,0.43,12.49,1997,46.1
house,IN,R,No,1997,P000171,8608.5,5.6,0.43,12.49,1997,45.6
house,MA,D,No,1997,T000266,8608.5,5.6,0.43,12.49,1997,45.3
house,CA,D,No,1997,T000057,8608.5,5.6,0.43,12.49,1997,45.1
house,TX,D,No,1997,S000044,8608.5,5.6,0.43,12.49,1997,44.3
house,NJ,D,No,1997,R000462,8608.5,5.6,0.43,12.49,1997,44.2
house,NY,D,No,1997,M001137,8608.5,5.6,0.43,12.49,1997,43.3
house,KS,R,No,1997,M000934,8608.5,5.6,0.43,12.49,1997,42.6
house,CA,D,No,1997,S000344,8608.5,5.6,0.43,12.49,1997,42.2
house,NM,R,No,1997,R000567,8608.5,5.6,0.43,12.49,1997,41.9
house,TX,R,No,1997,S000250,8608.5,5.6,0.43,12.49,1997,41.8
house,TX,R,No,1997,B000755,8608.5,5.6,0.43,12.49,1997,41.7
house,NC,D,No,1997,M000485,8608.5,5.6,0.43,12.49,1997,40.4
house,IL,D,No,1997,B000518,8608.5,5.6,0.43,12.49,1997,40.1
house,CO,D,No,1997,D000197,8608.5,5.6,0.43,12.49,1997,39.4
house,CA,R,No,1997,R000386,8608.5,5.6,0.43,12.49,1997,39.4
house,FL,D,No,1997,D000114,8608.5,5.6,0.43,12.49,1997,39.2
house,IL,R,No,1997,S000364,8608.5,5.6,0.43,12.49,1997,38.9
house,MO,R,No,1997,H000948,8608.5,5.6,0.43,12.49,1997,38.6
house,MA,D,No,1997,M000312,8608.5,5.6,0.43,12.49,1997,37.1
house,LA,D,No,1997,J000110,8608.5,5.6,0.43,12.49,1997,37
house,CA,D,No,1997,S000030,8608.5,5.6,0.43,12.49,1997,37
house,NJ,R,No,1997,P000049,8608.5,5.6,0.43,12.49,1997,36
house,NM,R,No,1997,W000789,8608.5,5.6,0.43,12.49,1997,36
house,FL,D,No,1997,W000314,8608.5,5.6,0.43,12.49,1997,36
house,SD,R,No,1997,T000250,8608.5,5.6,0.43,12.49,1997,36
house,CA,R,No,1997,B001228,8608.5,5.6,0.43,12.49,1997,35.2
house,CO,R,No,1997,S000112,8608.5,5.6,0.43,12.49,1997,34.5
house,WI,D,No,1997,K000188,8608.5,5.6,0.43,12.49,1997,33.8
house,MS,R,No,1997,P000323,8608.5,5.6,0.43,12.49,1997,33.4
house,NH,R,No,1997,S001078,8608.5,5.6,0.43,12.49,1997,32.3
house,NY,R,No,1997,F000440,8608.5,5.6,0.43,12.49,1997,31.8
house,WA,D,No,1997,S000510,8608.5,5.6,0.43,12.49,1997,31.6
house,AL,R,No,1997,A000055,8608.5,5.6,0.43,12.49,1997,31.5
house,TN,D,No,1997,F000262,8608.5,5.6,0.43,12.49,1997,26.7
senate,GA,D,No,1997,C001034,8608.5,5.6,0.43,12.49,1997,54.4
senate,WY,R,No,1997,E000285,8608.5,5.6,0.43,12.49,1997,52.9
senate,NE,R,No,1997,H001028,8608.5,5.6,0.43,12.49,1997,50.3
senate,AL,R,No,1997,S001141,8608.5,5.6,0.43,12.49,1997,50
senate,OR,R,No,1997,S001142,8608.5,5.6,0.43,12.49,1997,44.6
senate,ME,R,No,1997,C001035,8608.5,5.6,0.43,12.49,1997,44.1
senate,LA,D,No,1997,L000550,8608.5,5.6,0.43,12.49,1997,41.1
house,KY,D,No,1999,L000558,9660.6,6.5,0.42,12.37,1999,65.4
house,CA,D,No,1999,N000179,9660.6,6.5,0.42,12.37,1999,62.1
house,IL,R,No,1999,B001232,9660.6,6.5,0.42,12.37,1999,61.4
house,PA,R,No,1999,S001146,9660.6,6.5,0.42,12.37,1999,57.8
house,IL,D,No,1999,S001145,9660.6,6.5,0.42,12.37,1999,54.6
house,GA,R,No,1999,I000055,9660.6,6.5,0.42,12.37,1999,54
house,TX,D,No,1999,G000544,9660.6,6.5,0.42,12.37,1999,53.7
house,NC,R,No,1999,H001029,9660.6,6.5,0.42,12.37,1999,53.4
house,KS,D,No,1999,M001140,9660.6,6.5,0.42,12.37,1999,53.2
house,CO,R,No,1999,T000458,9660.6,6.5,0.42,12.37,1999,53
house,CA,D,No,1999,B001234,9660.6,6.5,0.42,12.37,1999,52
house,MS,D,No,1999,S001147,9660.6,6.5,0.42,12.37,1999,51.9
house,CA,R,No,1999,K000357,9660.6,6.5,0.42,12.37,1999,51.9
house,IL,D,No,1999,P000584,9660.6,6.5,0.42,12.37,1999,51.2
house,NM,D,No,1999,U000039,9660.6,6.5,0.42,12.37,1999,50.6
house,CT,D,No,1999,L000557,9660.6,6.5,0.42,12.37,1999,50.5
house,NJ,D,No,1999,H001032,9660.6,6.5,0.42,12.37,1999,50.2
house,CA,R,No,1999,M001139,9660.6,6.5,0.42,12.37,1999,50.2
house,OH,D,No,1999,J000284,9660.6,6.5,0.42,12.37,1999,49.3
house,CO,D,No,1999,U000038,9660.6,6.5,0.42,12.37,1999,48.5
house,NY,R,No,1999,R000569,9660.6,6.5,0.42,12.37,1999,48.3
house,PA,D,No,1999,H001031,9660.6,6.5,0.42,12.37,1999,48.3
house,ID,R,No,1999,S001148,9660.6,6.5,0.42,12.37,1999,48.3
house,NV,D,No,1999,B001231,9660.6,6.5,0.42,12.37,1999,48
house,CA,D,No,1999,T000460,9660.6,6.5,0.42,12.37,1999,48
house,SC,R,No,1999,D000595,9660.6,6.5,0.42,12.37,1999,47.3
house,MA,D,No,1999,C001037,9660.6,6.5,0.42,12.37,1999,47
house,KY,R,No,1999,F000441,9660.6,6.5,0.42,12.37,1999,46.1
house,IN,D,No,1999,H001030,9660.6,6.5,0.42,12.37,1999,45.5
house,OR,D,No,1999,W000793,9660.6,6.5,0.42,12.37,1999,43.7
house,CA,R,No,1999,O000164,9660.6,6.5,0.42,12.37,1999,43.5
house,NY,R,No,1999,S001149,9660.6,6.5,0.42,12.37,1999,43.4
house,WA,D,No,1999,B001229,9660.6,6.5,0.42,12.37,1999,42.8
house,OR,R,No,1999,W000791,9660.6,6.5,0.42,12.37,1999,42
house,WI,R,No,1999,G000545,9660.6,6.5,0.42,12.37,1999,38.6
house,LA,R,No,1999,V000127,9660.6,6.5,0.42,12.37,1999,37.7
house,PA,R,No,1999,T000461,9660.6,6.5,0.42,12.37,1999,37.1
house,NE,R,No,1999,T000459,9660.6,6.5,0.42,12.37,1999,36.9
house,WI,D,No,1999,B001230,9660.6,6.5,0.42,12.37,1999,36.9
house,NY,D,No,1999,C001038,9660.6,6.5,0.42,12.37,1999,36.8
house,NY,D,No,1999,W000792,9660.6,6.5,0.42,12.37,1999,34.3
house,WI,R,No,1999,R000570,9660.6,6.5,0.42,12.37,1999,28.9
senate,GA,D,No,1999,M001141,9660.6,6.5,0.42,12.37,1999,66.9
senate,OH,R,No,1999,V000126,9660.6,6.5,0.42,12.37,1999,62.5
senate,RI,R,No,1999,C001040,9660.6,6.5,0.42,12.37,1999,45.8
senate,NC,D,No,1999,E000286,9660.6,6.5,0.42,12.37,1999,45.6
senate,IN,D,No,1999,B001233,9660.6,6.5,0.42,12.37,1999,43
senate,IL,R,No,1999,F000442,9660.6,6.5,0.42,12.37,1999,38.2
house,CA,D,No,2001,W000794,10621.8,3.3,0.43,12.3,2001,67.1
house,SC,R,No,2001,B001235,10621.8,3.3,0.43,12.3,2001,65
house,NE,R,No,2001,O000165,10621.8,3.3,0.43,12.3,2001,63.9
house,VA,R,No,2001,S001151,10621.8,3.3,0.43,12.3,2001,59.7
house,CA,D,No,2001,H001034,10621.8,3.3,0.43,12.3,2001,59.5
house,ID,R,No,2001,O000166,10621.8,3.3,0.43,12.3,2001,58.7
house,CT,R,No,2001,S001152,10621.8,3.3,0.43,12.3,2001,57.9
house,CA,D,No,2001,D000598,10621.8,3.3,0.43,12.3,2001,56.7
house,FL,I,No,2001,C001045,10621.8,3.3,0.43,12.3,2001,56.3
house,IL,R,No,2001,J000285,10621.8,3.3,0.43,12.3,2001,54.5
house,MO,R,No,2001,A000358,10621.8,3.3,0.43,12.3,2001,53.5
house,SC,R,No,2001,W000795,10621.8,3.3,0.43,12.3,2001,53.4
house,VA,R,No,2001,D000597,10621.8,3.3,0.43,12.3,2001,50.5
house,AR,R,No,2001,B001236,10621.8,3.3,0.43,12.3,2001,50.1
house,NY,R,No,2001,G000547,10621.8,3.3,0.43,12.3,2001,49.1
house,VA,R,No,2001,F000445,10621.8,3.3,0.43,12.3,2001,48.9
house,CA,R,No,2001,I000056,10621.8,3.3,0.43,12.3,2001,47.2
house,WV,R,No,2001,C001047,10621.8,3.3,0.43,12.3,2001,47.1
house,MN,D,No,2001,M001143,10621.8,3.3,0.43,12.3,2001,46.5
house,MA,D,No,2001,L000562,10621.8,3.3,0.43,12.3,2001,45.8
house,MT,R,No,2001,R000571,10621.8,3.3,0.43,12.3,2001,45.2
house,MO,D,No,2001,C001049,10621.8,3.3,0.43,12.3,2001,44.4
house,TX,R,No,2001,C001048,10621.8,3.3,0.43,12.3,2001,44.4
house,MN,R,No,2001,K000358,10621.8,3.3,0.43,12.3,2001,43.7
house,IN,R,No,2001,K000359,10621.8,3.3,0.43,12.3,2001,43.6
house,CA,D,No,2001,S001153,10621.8,3.3,0.43,12.3,2001,43.2
house,NY,D,No,2001,I000057,10621.8,3.3,0.43,12.3,2001,42.6
house,IN,R,No,2001,P000587,10621.8,3.3,0.43,12.3,2001,41.6
house,FL,R,No,2001,M001144,10621.8,3.3,0.43,12.3,2001,41.5
house,IL,R,No,2001,K000360,10621.8,3.3,0.43,12.3,2001,41.3
house,UT,D,No,2001,M001142,10621.8,3.3,0.43,12.3,2001,40.8
house,CA,D,No,2001,S001150,10621.8,3.3,0.43,12.3,2001,40.5
house,PA,R,No,2001,S001154,10621.8,3.3,0.43,12.3,2001,40
house,AR,D,No,2001,R000573,10621.8,3.3,0.43,12.3,2001,39.4
house,PA,R,No,2001,P000585,10621.8,3.3,0.43,12.3,2001,38.8
house,PA,R,No,2001,H001033,10621.8,3.3,0.43,12.3,2001,38.8
house,OH,R,No,2001,T000462,10621.8,3.3,0.43,12.3,2001,38.2
house,AZ,R,No,2001,F000444,10621.8,3.3,0.43,12.3,2001,38
house,MI,R,No,2001,R000572,10621.8,3.3,0.43,12.3,2001,37.6
house,VA,R,No,2001,C001046,10621.8,3.3,0.43,12.3,2001,37.6
house,MO,R,No,2001,G000546,10621.8,3.3,0.43,12.3,2001,37.2
house,RI,D,No,2001,L000559,10621.8,3.3,0.43,12.3,2001,36.7
house,FL,R,No,2001,K000361,10621.8,3.3,0.43,12.3,2001,36.3
house,OK,R,No,2001,S001155,10621.8,3.3,0.43,12.3,2001,36
house,WA,D,No,2001,L000560,10621.8,3.3,0.43,12.3,2001,35.6
house,OK,D,No,2001,C001044,10621.8,3.3,0.43,12.3,2001,33.8
house,NJ,R,No,2001,F000443,10621.8,3.3,0.43,12.3,2001,30.5
house,FL,R,No,2001,P000586,10621.8,3.3,0.43,12.3,2001,26.4
senate,MO,D,No,2001,C001043,10621.8,3.3,0.43,12.3,2001,67
senate,NE,D,No,2001,N000180,10621.8,3.3,0.43,12.3,2001,59.6
senate,NJ,D,No,2001,C001042,10621.8,3.3,0.43,12.3,2001,54
senate,MN,D,No,2001,D000596,10621.8,3.3,0.43,12.3,2001,53.9
senate,NY,D,No,2001,C001041,10621.8,3.3,0.43,12.3,2001,53.2
senate,MN,I,No,2001,B001237,10621.8,3.3,0.43,12.3,2001,50.3
senate,TX,R,No,2001,C001056,10621.8,3.3,0.43,12.3,2001,48.9
senate,AK,R,No,2001,M001153,10621.8,3.3,0.43,12.3,2001,43.6
house,SD,R,No,2003,J000286,11510.7,6.6,0.42,12.28,2003,63.3
house,TX,R,No,2003,C001051,11510.7,6.6,0.42,12.28,2003,61.2
house,NC,D,No,2003,B001238,11510.7,6.6,0.42,12.28,2003,60.9
house,GA,R,No,2003,G000550,11510.7,6.6,0.42,12.28,2003,60.5
house,TN,D,No,2003,D000599,11510.7,6.6,0.42,12.28,2003,59.3
house,FL,R,No,2003,B001247,11510.7,6.6,0.42,12.28,2003,59.3
house,GA,D,No,2003,S001157,11510.7,6.6,0.42,12.28,2003,57.5
house,MD,D,No,2003,R000576,11510.7,6.6,0.42,12.28,2003,56.9
house,LA,D,No,2003,A000361,11510.7,6.6,0.42,12.28,2003,56.1
house,NC,D,No,2003,B001251,11510.7,6.6,0.42,12.28,2003,55.7
house,NM,R,No,2003,P000588,11510.7,6.6,0.42,12.28,2003,55.4
house,MN,R,No,2003,K000363,11510.7,6.6,0.42,12.28,2003,55.3
house,AZ,D,No,2003,G000551,11510.7,6.6,0.42,12.28,2003,54.9
house,GA,D,No,2003,M001146,11510.7,6.6,0.42,12.28,2003,54.8
house,CO,R,No,2003,B001240,11510.7,6.6,0.42,12.28,2003,54.3
house,GA,R,No,2003,B001249,11510.7,6.6,0.42,12.28,2003,54.2
house,CO,R,No,2003,M001152,11510.7,6.6,0.42,12.28,2003,53.9
house,OK,R,No,2003,C001053,11510.7,6.6,0.42,12.28,2003,53.7
house,IA,R,No,2003,K000362,11510.7,6.6,0.42,12.28,2003,53.6
house,TX,R,No,2003,N000182,11510.7,6.6,0.42,12.28,2003,53
house,NY,D,No,2003,B001242,11510.7,6.6,0.42,12.28,2003,52.6
house,TX,R,No,2003,B001248,11510.7,6.6,0.42,12.28,2003,52
house,UT,R,No,2003,B001250,11510.7,6.6,0.42,12.28,2003,51.5
house,TN,R,No,2003,B001243,11510.7,6.6,0.42,12.28,2003,50.6
house,PA,R,No,2003,M001151,11510.7,6.6,0.42,12.28,2003,50.3
house,HI,D,No,2003,C001055,11510.7,6.6,0.42,12.28,2003,50.3
house,NH,R,No,2003,B001246,11510.7,6.6,0.42,12.28,2003,50.2
house,NC,D,No,2003,M001154,11510.7,6.6,0.42,12.28,2003,49.6
house,MI,R,No,2003,M001150,11510.7,6.6,0.42,12.28,2003,48.7
house,ME,D,No,2003,M001149,11510.7,6.6,0.42,12.28,2003,48
house,PA,R,No,2003,G000549,11510.7,6.6,0.42,12.28,2003,47.9
house,NV,R,No,2003,P000589,11510.7,6.6,0.42,12.28,2003,47.6
house,GA,D,No,2003,M001145,11510.7,6.6,0.42,12.28,2003,47.6
house,FL,R,No,2003,H001035,11510.7,6.6,0.42,12.28,2003,45.8
house,TX,R,No,2003,H001036,11510.7,6.6,0.42,12.28,2003,45.6
house,AZ,R,No,2003,F000448,11510.7,6.6,0.42,12.28,2003,45.6
house,FL,R,No,2003,F000447,11510.7,6.6,0.42,12.28,2003,44.6
house,AZ,R,No,2003,R000574,11510.7,6.6,0.42,12.28,2003,44.6
house,AL,R,No,2003,R000575,11510.7,6.6,0.42,12.28,2003,44.5
house,MD,D,No,2003,V000128,11510.7,6.6,0.42,12.28,2003,44
house,CA,D,No,2003,C001050,11510.7,6.6,0.42,12.28,2003,43.8
house,NJ,R,No,2003,G000548,11510.7,6.6,0.42,12.28,2003,43.5
house,KY,D,No,2003,C001058,11510.7,6.6,0.42,12.28,2003,43.3
house,AL,R,No,2003,B001244,11510.7,6.6,0.42,12.28,2003,43.1
house,TX,D,No,2003,B001241,11510.7,6.6,0.42,12.28,2003,43.1
house,IL,D,No,2003,E000287,11510.7,6.6,0.42,12.28,2003,43.1
house,OH,R,No,2003,T000463,11510.7,6.6,0.42,12.28,2003,43
house,SC,R,No,2003,B001239,11510.7,6.6,0.42,12.28,2003,41.9
house,FL,R,No,2003,D000600,11510.7,6.6,0.42,12.28,2003,41.3
house,IN,R,No,2003,C001052,11510.7,6.6,0.42,12.28,2003,40.9
house,MI,R,No,2003,M001147,11510.7,6.6,0.42,12.28,2003,37.4
house,FL,D,No,2003,M001148,11510.7,6.6,0.42,12.28,2003,36.3
house,AL,D,No,2003,D000602,11510.7,6.6,0.42,12.28,2003,35.2
house,CA,D,No,2003,S001156,11510.7,6.6,0.42,12.28,2003,33.9
house,SD,D,No,2003,H001037,11510.7,6.6,0.42,12.28,2003,32.1
house,OH,D,No,2003,R000577,11510.7,6.6,0.42,12.28,2003,29.5
house,CA,R,No,2003,N000181,11510.7,6.6,0.42,12.28,2003,29.3
senate,NC,R,No,2003,D000601,11510.7,6.6,0.42,12.28,2003,66.4
senate,TN,R,No,2003,A000360,11510.7,6.6,0.42,12.28,2003,62.5
senate,MN,R,No,2003,C001057,11510.7,6.6,0.42,12.28,2003,53.4
senate,AR,D,No,2003,P000590,11510.7,6.6,0.42,12.28,2003,40
house,MI,R,No,2005,S001161,13093.7,5.8,0.42,12.32,2005,67.1
house,NY,R,No,2005,K000364,13093.7,5.8,0.42,12.32,2005,61.7
house,NC,R,No,2005,F000450,13093.7,5.8,0.42,12.32,2005,61.5
house,CA,D,No,2005,M001163,13093.7,5.8,0.42,12.32,2005,60.3
house,MO,D,No,2005,C001061,13093.7,5.8,0.42,12.32,2005,60.2
house,IN,R,No,2005,S001160,13093.7,5.8,0.42,12.32,2005,59
house,TX,D,No,2005,G000553,13093.7,5.8,0.42,12.32,2005,57.3
house,LA,D,No,2005,M001161,13093.7,5.8,0.42,12.32,2005,57.3
house,TX,R,No,2005,C001062,13093.7,5.8,0.42,12.32,2005,56.6
house,TX,R,No,2005,P000592,13093.7,5.8,0.42,12.32,2005,56.3
house,PA,D,No,2005,S001162,13093.7,5.8,0.42,12.32,2005,56.3
house,VA,R,No,2005,D000605,13093.7,5.8,0.42,12.32,2005,55.1
house,GA,R,No,2005,W000796,13093.7,5.8,0.42,12.32,2005,54.8
house,WA,R,No,2005,R000578,13093.7,5.8,0.42,12.32,2005,54.4
house,NJ,D,No,2005,S001165,13093.7,5.8,0.42,12.32,2005,53.9
house,TX,R,No,2005,M001158,13093.7,5.8,0.42,12.32,2005,53.9
house,WI,D,No,2005,M001160,13093.7,5.8,0.42,12.32,2005,53.7
house,OH,R,No,2005,S001164,13093.7,5.8,0.42,12.32,2005,53.1
house,CA,D,No,2005,C001059,13093.7,5.8,0.42,12.32,2005,52.7
house,TX,R,No,2005,S001166,13093.7,5.8,0.42,12.32,2005,51.5
house,CO,D,No,2005,S001158,13093.7,5.8,0.42,12.32,2005,51.5
house,TX,R,No,2005,G000552,13093.7,5.8,0.42,12.32,2005,51.4
house,GA,R,No,2005,P000591,13093.7,5.8,0.42,12.32,2005,50.2
house,CA,R,No,2005,C001064,13093.7,5.8,0.42,12.32,2005,49.5
house,TX,D,No,2005,C001063,13093.7,5.8,0.42,12.32,2005,49.3
house,GA,D,No,2005,B001252,13093.7,5.8,0.42,12.32,2005,49.2
house,LA,R,No,2005,B001255,13093.7,5.8,0.42,12.32,2005,48.9
house,MO,D,No,2005,C001060,13093.7,5.8,0.42,12.32,2005,46.5
house,KY,R,No,2005,D000603,13093.7,5.8,0.42,12.32,2005,46.2
house,NY,D,No,2005,H001038,13093.7,5.8,0.42,12.32,2005,45.2
house,PA,R,No,2005,D000604,13093.7,5.8,0.42,12.32,2005,44.6
house,NE,R,No,2005,F000449,13093.7,5.8,0.42,12.32,2005,44
house,TX,R,No,2005,M001157,13093.7,5.8,0.42,12.32,2005,43
house,IL,D,No,2005,B001253,13093.7,5.8,0.42,12.32,2005,43
house,PA,R,No,2005,F000451,13093.7,5.8,0.42,12.32,2005,41.5
house,IL,D,No,2005,L000563,13093.7,5.8,0.42,12.32,2005,38.5
house,FL,D,No,2005,W000797,13093.7,5.8,0.42,12.32,2005,38.3
house,FL,R,No,2005,M001155,13093.7,5.8,0.42,12.32,2005,37.4
house,WA,R,No,2005,M001159,13093.7,5.8,0.42,12.32,2005,35.6
house,LA,R,No,2005,J000287,13093.7,5.8,0.42,12.32,2005,33.6
house,OK,D,No,2005,B001254,13093.7,5.8,0.42,12.32,2005,31.4
house,NC,R,No,2005,M001156,13093.7,5.8,0.42,12.32,2005,29.2
senate,FL,R,No,2005,M001162,13093.7,5.8,0.42,12.32,2005,58.2
senate,CO,D,No,2005,S001163,13093.7,5.8,0.42,12.32,2005,49.8
senate,IL,D,No,2005,O000167,13093.7,5.8,0.42,12.32,2005,43.4
house,AZ,D,No,2007,M001167,14477.6,1.7,0.42,12.49,2007,66.5
house,OH,D,No,2007,W000801,14477.6,1.7,0.42,12.49,2007,64
house,MA,D,No,2007,T000465,14477.6,1.7,0.42,12.49,2007,60.7
house,GA,R,No,2007,B001262,14477.6,1.7,0.42,12.49,2007,60.6
house,VT,D,No,2007,W000800,14477.6,1.7,0.42,12.49,2007,59.7
house,HI,D,No,2007,H001042,14477.6,1.7,0.42,12.49,2007,59.2
house,KY,D,No,2007,Y000062,14477.6,1.7,0.42,12.49,2007,59.2
house,NY,D,No,2007,H001039,14477.6,1.7,0.42,12.49,2007,58.5
house,IL,D,No,2007,H001040,14477.6,1.7,0.42,12.49,2007,57.9
house,TN,D,No,2007,C001068,14477.6,1.7,0.42,12.49,2007,57.6
house,WI,D,No,2007,K000365,14477.6,1.7,0.42,12.49,2007,57.1
house,CA,D,No,2007,S001175,14477.6,1.7,0.42,12.49,2007,56.6
house,NH,D,No,2007,H001043,14477.6,1.7,0.42,12.49,2007,55.8
house,MI,R,No,2007,W000798,14477.6,1.7,0.42,12.49,2007,55.7
house,FL,R,No,2007,B001260,14477.6,1.7,0.42,12.49,2007,55.7
house,CA,D,No,2007,M001166,14477.6,1.7,0.42,12.49,2007,55.5
house,PA,D,No,2007,S001169,14477.6,1.7,0.42,12.49,2007,55.1
house,OH,D,No,2007,F000455,14477.6,1.7,0.42,12.49,2007,54.2
house,NH,D,No,2007,S001170,14477.6,1.7,0.42,12.49,2007,54.1
house,IA,D,No,2007,L000565,14477.6,1.7,0.42,12.49,2007,54
house,CT,D,No,2007,C001069,14477.6,1.7,0.42,12.49,2007,53.7
house,CO,D,No,2007,P000593,14477.6,1.7,0.42,12.49,2007,53.7
house,ID,R,No,2007,S001167,14477.6,1.7,0.42,12.49,2007,52.9
house,CO,R,No,2007,L000564,14477.6,1.7,0.42,12.49,2007,52.6
house,GA,D,No,2007,J000288,14477.6,1.7,0.42,12.49,2007,52.3
house,OK,R,No,2007,F000453,14477.6,1.7,0.42,12.49,2007,52.1
house,KS,D,No,2007,B001258,14477.6,1.7,0.42,12.49,2007,51.4
house,IN,D,No,2007,D000607,14477.6,1.7,0.42,12.49,2007,51.3
house,IL,D,No,2007,F000454,14477.6,1.7,0.42,12.49,2007,51.2
house,MN,R,No,2007,B001256,14477.6,1.7,0.42,12.49,2007,50.7
house,OH,R,No,2007,L000566,14477.6,1.7,0.42,12.49,2007,50.7
house,FL,D,No,2007,M001164,14477.6,1.7,0.42,12.49,2007,50.4
house,FL,D,No,2007,K000366,14477.6,1.7,0.42,12.49,2007,49.5
house,IA,D,No,2007,B001259,14477.6,1.7,0.42,12.49,2007,49.2
house,MS,D,No,2007,C001074,14477.6,1.7,0.42,12.49,2007,48.8
house,MD,D,No,2007,E000290,14477.6,1.7,0.42,12.49,2007,48.5
house,IN,D,No,2007,E000289,14477.6,1.7,0.42,12.49,2007,48.3
house,VA,R,No,2007,W000804,14477.6,1.7,0.42,12.49,2007,47.9
house,PA,D,No,2007,C001065,14477.6,1.7,0.42,12.49,2007,47.8
house,NY,D,No,2007,A000363,14477.6,1.7,0.42,12.49,2007,47.6
house,TN,R,No,2007,D000606,14477.6,1.7,0.42,12.49,2007,47.2
house,NV,R,No,2007,H001041,14477.6,1.7,0.42,12.49,2007,46.7
house,OH,D,No,2007,S001173,14477.6,1.7,0.42,12.49,2007,45.9
house,IL,R,No,2007,R000580,14477.6,1.7,0.42,12.49,2007,45.3
house,CA,D,No,2007,R000581,14477.6,1.7,0.42,12.49,2007,44.7
house,MD,D,No,2007,S001168,14477.6,1.7,0.42,12.49,2007,44.6
house,FL,R,No,2007,B001257,14477.6,1.7,0.42,12.49,2007,43.9
house,OH,D,No,2007,S001174,14477.6,1.7,0.42,12.49,2007,43.4
house,MN,D,No,2007,E000288,14477.6,1.7,0.42,12.49,2007,43.4
house,LA,D,No,2007,C001073,14477.6,1.7,0.42,12.49,2007,43
house,OH,R,No,2007,J000289,14477.6,1.7,0.42,12.49,2007,42.9
house,MN,D,No,2007,W000799,14477.6,1.7,0.42,12.49,2007,42.7
house,NY,D,No,2007,C001067,14477.6,1.7,0.42,12.49,2007,42.1
house,CA,R,No,2007,M001165,14477.6,1.7,0.42,12.49,2007,41.9
house,LA,R,No,2007,S001176,14477.6,1.7,0.42,12.49,2007,41.2
house,FL,D,No,2007,C001066,14477.6,1.7,0.42,12.49,2007,40.4
house,NY,D,No,2007,G000555,14477.6,1.7,0.42,12.49,2007,40.1
house,PA,D,No,2007,A000362,14477.6,1.7,0.42,12.49,2007,38.8
house,AZ,D,No,2007,G000554,14477.6,1.7,0.42,12.49,2007,36.6
house,NE,R,No,2007,S001172,14477.6,1.7,0.42,12.49,2007,36
house,NC,D,No,2007,S001171,14477.6,1.7,0.42,12.49,2007,35
house,CT,D,No,2007,M001169,14477.6,1.7,0.42,12.49,2007,33.4
house,PA,D,No,2007,M001168,14477.6,1.7,0.42,12.49,2007,33.2
house,IN,D,No,2007,C001072,14477.6,1.7,0.42,12.49,2007,32.2
senate,VA,D,No,2007,W000803,14477.6,1.7,0.42,12.49,2007,60.9
senate,WY,R,No,2007,B001261,14477.6,1.7,0.42,12.49,2007,54.5
senate,TN,R,No,2007,C001071,14477.6,1.7,0.42,12.49,2007,54.4
senate,MO,D,No,2007,M001170,14477.6,1.7,0.42,12.49,2007,53.4
senate,RI,D,No,2007,W000802,14477.6,1.7,0.42,12.49,2007,51.2
senate,MT,D,No,2007,T000464,14477.6,1.7,0.42,12.49,2007,50.4
senate,PA,D,No,2007,C001070,14477.6,1.7,0.42,12.49,2007,46.7
senate,MN,D,No,2007,K000367,14477.6,1.7,0.42,12.49,2007,46.6
house,AL,R,No,2009,G000557,14418.7,3.8,0.41,12.79,2009,66.4
house,ID,D,No,2009,M001175,14418.7,3.8,0.41,12.79,2009,66.3
house,FL,D,No,2009,K000370,14418.7,3.8,0.41,12.79,2009,64.9
house,CA,D,No,2009,G000559,14418.7,3.8,0.41,12.79,2009,64
house,TN,R,No,2009,R000582,14418.7,3.8,0.41,12.79,2009,63.5
house,FL,R,No,2009,P000599,14418.7,3.8,0.41,12.79,2009,61.1
house,NY,D,No,2009,O000169,14418.7,3.8,0.41,12.79,2009,60
house,OH,D,No,2009,K000372,14418.7,3.8,0.41,12.79,2009,59.7
house,NY,D,No,2009,T000469,14418.7,3.8,0.41,12.79,2009,59.6
house,NM,D,No,2009,T000466,14418.7,3.8,0.41,12.79,2009,59.5
house,AZ,D,No,2009,K000368,14418.7,3.8,0.41,12.79,2009,58.8
house,VA,D,No,2009,C001078,14418.7,3.8,0.41,12.79,2009,58.8
house,NV,D,No,2009,T000468,14418.7,3.8,0.41,12.79,2009,58.6
house,NC,D,No,2009,K000369,14418.7,3.8,0.41,12.79,2009,57.9
