chamber,state,party,incumbent,termstart,age,bioguide
house,NC,D,Yes,1981,67.7,F000319
house,NC,D,Yes,1981,67.4,J000256
house,FL,D,Yes,1981,67.3,L000226
house,TX,D,Yes,1981,67.2,P000328
house,OH,R,Yes,1981,67.1,G000537
house,NY,D,Yes,1981,66.7,B000472
house,VA,D,Yes,1981,66.7,D000038
house,CA,D,Yes,1981,66.0,E000064
house,IL,D,Yes,1981,66.0,A000212
house,CA,D,Yes,1981,65.9,D000043
house,TN,R,Yes,1981,65.0,Q000013
house,NJ,R,Yes,1981,65.0,F000286
house,CA,D,Yes,1981,64.9,R000485
house,LA,D,Yes,1981,64.8,B000592
house,TX,R,Yes,1981,64.7,C000638
house,TX,D,Yes,1981,64.7,G000272
house,VA,R,Yes,1981,64.6,R000337
house,MO,D,Yes,1981,64.6,B000605
house,NJ,D,Yes,1981,64.3,M000796
house,AZ,R,Yes,1981,64.3,R000188
house,NY,D,Yes,1981,64.3,S000997
house,FL,D,Yes,1981,63.8,F000041
house,IL,R,Yes,1981,63.6,O000010
house,NY,D,Yes,1981,63.2,B000432
house,OH,R,Yes,1981,63.2,M000718
house,OH,D,Yes,1981,62.3,S000230
house,AL,D,Yes,1981,62.2,N000095
house,TX,D,Yes,1981,62.0,K000025
house,TN,R,Yes,1981,61.8,D000534
house,KS,R,Yes,1981,61.4,W000636
house,NY,R,Yes,1981,61.1,H000797
house,FL,D,Yes,1981,61.0,G000153
house,PA,D,No,1981,61.0,S000579
house,NY,D,Yes,1981,60.9,S000124
house,OH,R,Yes,1981,60.8,L000116
house,CA,D,Yes,1981,60.8,B000918
house,MI,R,Yes,1981,60.8,S000087
house,IA,D,Yes,1981,60.8,S000596
house,CA,R,No,1981,60.8,C000322
house,AZ,R,Yes,1981,60.5,R000495
house,MS,D,Yes,1981,60.4,M000865
house,MD,R,Yes,1981,60.3,H000747
house,OH,R,Yes,1981,60.1,W000781
house,NJ,D,No,1981,59.9,D000586
house,IA,D,Yes,1981,59.8,B000298
house,AL,D,Yes,1981,59.8,B000431
house,IL,R,Yes,1981,59.5,F000123
house,NY,D,Yes,1981,59.3,P000280
house,MA,R,Yes,1981,59.2,C000709
house,CA,R,Yes,1981,59.1,B001080
house,FL,D,Yes,1981,58.9,C000321
house,GA,D,Yes,1981,58.8,B000153
house,IL,D,No,1981,58.7,W000180
house,MI,R,Yes,1981,58.7,B000890
house,MD,D,Yes,1981,58.7,M000826
house,AR,R,Yes,1981,58.7,H000124
house,CA,R,Yes,1981,58.7,M000926
house,AZ,D,Yes,1981,58.6,U000001
house,NY,R,Yes,1981,58.2,C000666
house,NY,R,Yes,1981,58.1,G000212
house,TX,D,Yes,1981,58.1,B000880
house,TX,D,Yes,1981,58.0,W000763
house,CA,R,Yes,1981,58.0,G000480
house,IL,R,Yes,1981,57.8,M000692
house,CA,R,Yes,1981,57.7,C000475
house,TX,D,Yes,1981,57.7,W000390
house,TX,D,No,1981,57.7,H000067
house,LA,D,Yes,1981,57.7,L000417
house,NY,R,Yes,1981,57.7,M000808
house,NY,D,Yes,1981,57.6,R000442
house,NY,D,Yes,1981,57.1,R000232
house,MO,D,Yes,1981,57.1,Y000051
house,TX,D,Yes,1981,57.0,H000070
house,WI,D,Yes,1981,57.0,K000020
house,OH,R,Yes,1981,56.9,S000804
house,NJ,D,Yes,1981,56.9,R000383
house,IL,R,Yes,1981,56.7,H001022
house,IA,R,No,1981,56.6,E000259
house,NJ,D,Yes,1981,56.4,G000511
house,HI,D,Yes,1981,56.3,A000069
house,HI,D,Yes,1981,56.3,H000449
house,NY,D,Yes,1981,56.1,C000371
house,OH,R,Yes,1981,56.1,R000141
house,OH,D,Yes,1981,55.9,S000948
house,VA,R,Yes,1981,55.8,W000406
house,NY,D,Yes,1981,55.8,A000052
house,WA,R,Yes,1981,55.7,P000546
house,KS,R,Yes,1981,55.6,J000074
house,VA,R,Yes,1981,55.6,B001182
house,AL,R,Yes,1981,55.6,D000326
house,OH,D,Yes,1981,55.5,L000508
house,NC,D,Yes,1981,55.3,A000207
house,IL,D,No,1981,55.2,S000081
house,MI,D,Yes,1981,55.1,A000076
house,IN,R,Yes,1981,54.8,H000624
house,VA,R,Yes,1981,54.7,W000121
house,CA,D,No,1981,54.7,D000592
house,FL,D,Yes,1981,54.7,H001018
house,CA,D,Yes,1981,54.6,B001156
house,NY,R,Yes,1981,54.6,F000141
house,PA,D,Yes,1981,54.5,G000105
house,MI,D,Yes,1981,54.5,D000355
house,CT,D,Yes,1981,54.5,C000799
house,CA,R,Yes,1981,54.3,L000020
house,TX,D,Yes,1981,54.3,H000582
house,IL,R,Yes,1981,54.3,D000269
house,NY,R,No,1981,54.1,W000752
house,NC,D,Yes,1981,54.0,W000419
house,IL,R,Yes,1981,53.9,E000204
house,IN,R,Yes,1981,53.9,M001130
house,PA,R,Yes,1981,53.9,M000136
house,TX,D,No,1981,53.8,P000104
house,AZ,D,Yes,1981,53.8,S001044
house,PA,R,Yes,1981,53.8,A000329
house,OH,D,No,1981,53.7,S000282
house,MA,D,Yes,1981,53.7,M000834
house,PA,D,Yes,1981,53.6,M001088
house,OH,R,Yes,1981,53.6,B000910
house,NM,R,No,1981,53.5,S000463
house,NY,D,Yes,1981,53.5,Z000002
house,NJ,D,Yes,1981,53.5,H000840
house,MI,D,Yes,1981,53.4,F000270
house,OR,D,Yes,1981,53.4,W000227
house,NC,R,Yes,1981,53.4,B000966
house,NY,D,Yes,1981,53.3,W000258
house,TX,D,Yes,1981,53.3,D000203
house,CA,R,Yes,1981,53.3,M000343
house,PA,D,Yes,1981,53.2,Y000014
house,CA,R,Yes,1981,53.2,R000469
house,PA,R,Yes,1981,53.1,G000291
house,IL,D,Yes,1981,53.0,R000458
house,RI,D,Yes,1981,53.0,S000762
house,KY,R,Yes,1981,52.9,S000669
house,CA,D,No,1981,52.9,L000090
house,MO,R,Yes,1981,52.9,T000075
house,TX,R,Yes,1981,52.8,A000215
house,OH,D,Yes,1981,52.8,A000214
house,SC,R,Yes,1981,52.7,S000718
house,NM,R,Yes,1981,52.7,L000506
house,MN,R,Yes,1981,52.4,F000380
house,AL,R,Yes,1981,52.3,E000084
house,OH,R,Yes,1981,52.3,A000221
house,IN,D,Yes,1981,52.2,F000161
house,NY,R,No,1981,52.1,M000842
house,IL,D,Yes,1981,52.1,S000423
house,PA,I,No,1981,52.1,F000235
house,OH,R,Yes,1981,52.0,G000349
house,TN,D,Yes,1981,52.0,L000381
house,NY,D,Yes,1981,51.9,O000134
house,CA,D,No,1981,51.9,M000206
house,PA,R,No,1981,51.9,N000027
house,WA,D,Yes,1981,51.8,F000239
house,PA,R,Yes,1981,51.8,C000523
house,PA,R,Yes,1981,51.7,C000807
house,MI,D,Yes,1981,51.6,C000714
house,CA,R,Yes,1981,51.6,B000024
house,PA,R,Yes,1981,51.4,S000146
house,OH,R,Yes,1981,51.4,K000190
house,VA,R,No,1981,51.3,P000080
house,MI,D,Yes,1981,51.3,K000172
house,NJ,R,No,1981,51.3,R000465
house,CA,R,Yes,1981,51.3,D000044
house,FL,R,Yes,1981,51.3,B000029
house,NY,R,Yes,1981,51.2,G000417
house,MA,D,Yes,1981,51.2,M000264
house,MN,R,Yes,1981,50.9,S000795
house,NC,D,Yes,1981,50.7,H000448
house,NY,D,Yes,1981,50.6,R000053
house,NY,R,Yes,1981,50.4,S000675
house,FL,D,Yes,1981,50.4,I000029
house,ID,R,Yes,1981,50.3,H000171
house,IL,R,Yes,1981,50.2,C000873
house,FL,R,Yes,1981,50.1,Y000031
house,GA,D,Yes,1981,50.0,B000839
house,GA,D,Yes,1981,50.0,L000265
house,CT,R,Yes,1981,49.9,M000527
house,MN,R,Yes,1981,49.9,E000198
house,NY,R,Yes,1981,49.8,L000243
house,MO,D,Yes,1981,49.8,V000112
house,IN,D,Yes,1981,49.7,H000114
house,MO,D,Yes,1981,49.7,C000488
house,TX,D,Yes,1981,49.7,L000180
house,MA,R,Yes,1981,49.5,H000440
house,MI,D,Yes,1981,49.5,T000356
house,OH,R,No,1981,49.4,W000235
house,MI,R,Yes,1981,49.4,V000027
house,AL,R,No,1981,49.3,S000514
house,NJ,R,Yes,1981,49.3,R000262
house,IL,D,Yes,1981,49.3,C000634
house,OH,D,Yes,1981,49.3,P000170
house,PA,R,Yes,1981,49.3,M000399
house,DE,R,Yes,1981,49.2,E000258
house,CA,D,Yes,1981,49.2,S000810
house,CA,D,Yes,1981,49.1,M000794
house,MO,D,Yes,1981,49.0,S000465
house,IL,R,Yes,1981,49.0,R000012
house,PA,R,Yes,1981,49.0,S000394
house,VA,R,No,1981,48.9,B000556
house,IN,D,Yes,1981,48.9,J000033
house,PA,D,Yes,1981,48.6,M001120
house,MD,D,Yes,1981,48.4,B001220
house,MI,R,Yes,1981,48.4,D000131
house,UT,R,No,1981,48.4,H000172
house,NJ,D,Yes,1981,48.2,H000930
house,MS,D,Yes,1981,48.2,B000682
house,CA,D,Yes,1981,48.2,B000318
house,KY,D,Yes,1981,48.2,M000291
house,CA,D,Yes,1981,48.1,B001153
house,MI,R,Yes,1981,48.0,P000574
house,GA,D,Yes,1981,48.0,J000083
house,NY,D,Yes,1981,48.0,G000047
house,MA,D,Yes,1981,47.9,E000013
house,CA,R,Yes,1981,47.8,D000435
house,WA,R,No,1981,47.6,M000999
house,TX,D,Yes,1981,47.6,W000570
house,AK,R,Yes,1981,47.6,Y000033
house,NY,R,Yes,1981,47.4,L000192
house,FL,D,Yes,1981,47.4,F000430
house,KY,R,Yes,1981,47.2,H000776
house,AR,D,Yes,1981,47.0,A000103
house,OH,D,Yes,1981,46.9,M001044
house,AL,D,Yes,1981,46.7,S000320
house,VT,R,Yes,1981,46.7,J000072
house,CT,D,Yes,1981,46.6,R000067
house,GA,D,Yes,1981,46.6,G000226
house,CA,R,Yes,1981,46.4,S000393
house,CA,D,Yes,1981,46.4,D000373
house,MN,D,Yes,1981,46.3,O000006
house,OH,R,No,1981,46.3,A000220
house,CA,R,Yes,1981,46.2,L000274
house,CA,D,Yes,1981,46.2,P000121
house,NC,D,Yes,1981,46.2,N000016
house,SC,D,Yes,1981,46.1,H000719
house,SD,R,No,1981,45.9,R000308
house,NY,D,Yes,1981,45.9,N000163
house,WV,R,No,1981,45.8,B000358
house,GA,D,Yes,1981,45.8,M000413
house,IL,R,Yes,1981,45.6,P000444
house,NY,R,Yes,1981,45.5,K000086
house,IN,D,Yes,1981,45.4,B000363
house,MT,R,Yes,1981,45.4,M000139
house,TX,R,Yes,1981,45.4,P000583
house,NY,D,Yes,1981,45.4,F000088
house,WA,D,Yes,1981,45.3,S001115
house,CA,D,Yes,1981,45.1,D000222
house,NC,R,Yes,1981,45.1,M000183
house,AR,R,Yes,1981,45.0,B000422
house,IL,R,Yes,1981,45.0,C000871
house,IL,R,Yes,1981,45.0,M000041
house,NC,R,No,1981,44.8,J000200
house,VA,R,Yes,1981,44.8,D000037
house,KS,R,No,1981,44.7,R000307
house,CT,D,No,1981,44.5,K000118
house,MD,D,Yes,1981,44.5,M000702
house,PA,D,No,1981,44.4,C000846
house,SC,D,Yes,1981,44.3,D000267
house,NY,R,No,1981,43.9,C000158
house,WA,D,Yes,1981,43.8,B000620
house,CA,R,No,1981,43.7,F000102
house,MA,D,Yes,1981,43.7,S001040
house,PA,R,Yes,1981,43.5,D000446
house,KY,D,Yes,1981,43.5,H000878
house,OK,R,Yes,1981,43.5,E000077
house,NV,D,Yes,1981,43.4,S000058
house,AL,D,Yes,1981,43.4,F000208
house,NJ,D,Yes,1981,43.4,F000215
house,NH,D,Yes,1981,43.2,D000017
house,MT,D,Yes,1981,43.2,W000520
house,PA,D,Yes,1981,43.2,E000208
house,KY,R,No,1981,43.0,R000395
house,MO,R,No,1981,43.0,E000174
house,OR,R,No,1981,43.0,S000527
house,AR,D,Yes,1981,42.9,A000213
house,MN,D,Yes,1981,42.9,S000005
house,CT,R,No,1981,42.8,D000231
house,IN,D,No,1981,42.8,H000058
house,PA,D,Yes,1981,42.6,L000187
house,CA,D,Yes,1981,42.5,P000047
house,CA,R,Yes,1981,42.5,G000268
house,WI,D,Yes,1981,42.5,A000224
house,WI,D,Yes,1981,42.3,O000007
house,WI,R,Yes,1981,42.2,R000459
house,TX,D,Yes,1981,42.2,S000851
house,NY,D,Yes,1981,42.1,M000473
house,OK,D,Yes,1981,42.1,W000194
house,NJ,R,Yes,1981,42.0,H000722
house,VA,R,No,1981,41.9,W000672
house,NY,D,Yes,1981,41.9,L000516
house,WA,D,Yes,1981,41.8,L000486
house,FL,R,No,1981,41.7,S000303
house,OK,D,Yes,1981,41.7,J000232
house,IL,R,Yes,1981,41.6,C000773
house,MD,D,No,1981,41.6,H000874
house,GA,D,No,1981,41.5,H000340
house,NC,D,Yes,1981,41.4,R000436
house,TN,R,Yes,1981,41.4,B000280
house,CA,D,Yes,1981,41.3,W000215
house,KS,R,Yes,1981,41.3,W000426
house,CO,D,Yes,1981,41.3,W000647
house,LA,R,Yes,1981,41.3,M000923
house,NE,R,Yes,1981,41.3,B000403
house,NY,D,Yes,1981,41.3,L000556
house,UT,R,Yes,1981,41.2,M000143
house,MI,D,Yes,1981,41.2,W000682
house,IA,D,Yes,1981,41.1,H000206
house,IL,R,No,1981,41.0,M000195
house,WV,R,No,1981,40.9,S000818
house,CO,R,No,1981,40.9,B000919
house,OH,D,Yes,1981,40.8,O000001
house,MA,D,No,1981,40.8,F000339
house,WI,R,Yes,1981,40.6,P000265
house,SC,R,Yes,1981,40.5,C000079
house,CO,D,Yes,1981,40.4,S000142
house,MO,R,No,1981,40.4,B000047
house,NY,D,Yes,1981,40.3,S000673
house,GA,D,Yes,1981,40.2,F000329
house,MN,D,Yes,1981,40.2,V000087
house,PA,R,Yes,1981,40.2,R000277
house,OK,D,Yes,1981,40.1,E000184
house,WA,D,Yes,1981,40.1,D000327
house,PA,D,Yes,1981,40.0,W000044
house,WY,R,Yes,1981,39.9,C000344
house,MO,D,Yes,1981,39.9,G000132
house,CA,R,Yes,1981,39.8,P000097
house,NE,R,No,1981,39.7,D000065
house,LA,D,Yes,1981,39.5,H000901
house,SC,R,No,1981,39.4,H000302
house,CO,D,Yes,1981,39.4,K000304
house,PA,D,Yes,1981,39.4,G000402
house,MI,D,Yes,1981,39.3,B000862
house,CA,D,Yes,1981,39.3,M000249
house,MS,R,Yes,1981,39.2,L000447
house,NJ,R,Yes,1981,39.2,C000809
house,GA,D,Yes,1981,39.2,E000233
house,CA,R,Yes,1981,39.1,T000188
house,TX,D,Yes,1981,39.0,F000392
house,OH,D,Yes,1981,39.0,H000074
house,CO,R,Yes,1981,38.9,K000322
house,IN,R,Yes,1981,38.8,D000183
house,MS,R,Yes,1981,38.8,H000641
house,NY,R,No,1981,38.8,M000458
house,ND,D,No,1981,38.6,D000432
house,CA,D,Yes,1981,38.6,C000581
house,NY,R,Yes,1981,38.5,C000165
house,TX,D,Yes,1981,38.5,G000365
house,IN,D,Yes,1981,38.5,S000294
house,MI,D,Yes,1981,38.4,B000538
house,OH,R,Yes,1981,38.4,W000528
house,FL,D,Yes,1981,38.3,N000032
house,CA,D,Yes,1981,38.2,F000053
house,IA,R,Yes,1981,38.2,L000169
house,OR,D,Yes,1981,38.2,A000337
house,TX,D,Yes,1981,38.1,H000144
house,PA,R,Yes,1981,38.0,W000068
house,LA,R,Yes,1981,37.7,L000371
house,IN,R,No,1981,37.6,C000542
house,MO,R,Yes,1981,37.6,C000618
house,PA,D,Yes,1981,37.6,E000043
house,LA,D,Yes,1981,37.6,T000058
house,WI,R,Yes,1981,37.6,S000244
house,GA,R,Yes,1981,37.6,G000225
house,MI,R,No,1981,37.5,D000548
house,MS,D,No,1981,37.4,D000466
house,TX,D,Yes,1981,37.4,M000260
house,MD,D,Yes,1981,37.3,B000160
house,LA,D,No,1981,37.3,R000384
house,MN,R,Yes,1981,37.1,H000012
house,IL,D,Yes,1981,37.0,R000543
house,FL,D,Yes,1981,36.9,M000688
house,OH,R,No,1981,36.9,O000163
house,LA,D,Yes,1981,36.8,B000780
house,NY,R,No,1981,36.7,M000174
house,FL,R,No,1981,36.5,M000350
house,CT,D,Yes,1981,36.4,M000839
house,NC,R,No,1981,36.2,H000490
house,KS,D,Yes,1981,36.1,G000240
house,TX,D,Yes,1981,36.1,L000237
house,TN,D,Yes,1981,35.9,B000615
house,CA,D,Yes,1981,35.6,M000725
house,TN,D,Yes,1981,35.6,F000261
house,MI,D,Yes,1981,35.6,B000619
house,ID,R,No,1981,35.5,C000858
house,PA,D,Yes,1981,35.5,B000037
house,MA,D,Yes,1981,34.8,D000416
house,MA,D,Yes,1981,34.5,M000133
house,TX,R,Yes,1981,34.4,L000396
house,IN,D,Yes,1981,34.4,E000239
house,CA,R,Yes,1981,34.3,L000517
house,MI,R,Yes,1981,34.2,S000935
house,PA,R,No,1981,34.1,C000845
house,VA,R,Yes,1981,34.0,T000367
house,NH,R,No,1981,33.9,G000445
house,ME,R,Yes,1981,33.9,S000663
house,RI,R,No,1981,33.8,S000136
house,CA,R,No,1981,33.7,L000479
house,SC,R,No,1981,33.6,N000005
house,SD,D,Yes,1981,33.1,D000064
house,TN,D,Yes,1981,32.8,G000321
house,CT,D,No,1981,32.6,G000120
house,CA,R,No,1981,32.6,H000981
house,ME,R,Yes,1981,32.3,E000175
house,MD,D,No,1981,32.1,D000593
house,MI,D,No,1981,32.1,H000547
house,NY,D,Yes,1981,31.9,D000471
house,OR,D,No,1981,31.7,W000779
house,WV,D,Yes,1981,31.6,R000011
house,OH,R,No,1981,31.0,M000432
house,OK,D,No,1981,30.8,M000398
house,OH,D,No,1981,30.8,E000031
house,IA,R,Yes,1981,30.2,T000053
house,OK,D,Yes,1981,30.2,S001139
house,NY,D,No,1981,30.1,S000148
house,WI,R,No,1981,29.7,G000524
house,MI,R,No,1981,29.6,S000409
house,TX,R,No,1981,28.9,F000111
house,MA,D,Yes,1981,28.8,S000286
house,CA,R,No,1981,28.5,D000492
house,MN,R,No,1981,28.5,W000237
house,NJ,R,No,1981,27.8,S000522
house,IN,R,No,1981,27.7,H000586
house,NY,R,No,1981,27.6,L000547
senate,MS,D,Yes,1981,79.4,S000852
senate,WV,D,Yes,1981,78.8,R000046
senate,SC,R,Yes,1981,78.1,T000254
senate,CA,R,Yes,1981,74.5,H000384
senate,ND,D,Yes,1981,72.5,B001077
senate,AZ,R,Yes,1981,72.0,G000267
senate,NV,D,Yes,1981,68.9,C000120
senate,WA,D,Yes,1981,68.6,J000013
senate,VT,R,Yes,1981,67.4,S000776
senate,CA,D,Yes,1981,66.5,C000877
senate,VA,I,Yes,1981,66.0,B001209
senate,WI,D,Yes,1981,65.2,P000553
senate,HI,D,Yes,1981,64.2,M000250
senate,OH,D,Yes,1981,63.6,M000678
senate,WV,D,Yes,1981,63.1,B001210
senate,LA,D,Yes,1981,62.2,L000428
senate,RI,D,Yes,1981,62.1,P000193
senate,IL,R,Yes,1981,61.3,P000222
senate,NJ,D,Yes,1981,61.1,W000502
senate,TX,D,Yes,1981,59.9,B000401
senate,AL,D,Yes,1981,59.5,H000445
senate,OH,D,Yes,1981,59.5,G000236
senate,DE,R,Yes,1981,59.5,R000460
senate,NE,D,Yes,1981,59.4,E000284
senate,NC,R,Yes,1981,59.2,H000463
senate,SC,D,Yes,1981,59.0,H000725
senate,OR,R,Yes,1981,58.5,H000343
senate,MD,R,Yes,1981,58.5,M000241
senate,NV,R,Yes,1981,58.4,L000148
senate,RI,R,Yes,1981,58.2,C000269
senate,SD,R,Yes,1981,57.9,A000009
senate,KS,R,Yes,1981,57.5,D000401
senate,AK,R,Yes,1981,57.1,S000888
senate,AL,R,No,1981,56.5,D000259
senate,MT,D,Yes,1981,56.3,M000635
senate,HI,D,Yes,1981,56.3,I000025
senate,KY,D,Yes,1981,56.3,F000268
senate,ID,R,Yes,1981,56.0,M000346
senate,AR,D,Yes,1981,55.4,B001057
senate,TX,R,Yes,1981,55.3,T000322
senate,TN,R,Yes,1981,55.1,B000063
senate,KY,D,Yes,1981,54.7,H000905
senate,ND,R,Yes,1981,54.6,A000208
senate,FL,R,Yes,1981,53.9,H000374
senate,VA,R,Yes,1981,53.9,W000154
senate,NY,D,Yes,1981,53.8,M001054
senate,IL,D,No,1981,53.5,D000366
senate,WA,R,No,1981,53.0,G000333
senate,NE,D,Yes,1981,52.2,Z000013
senate,IA,R,Yes,1981,52.0,J000101
senate,MO,D,Yes,1981,51.3,E000004
senate,PA,R,No,1981,50.9,S000709
senate,FL,D,Yes,1981,50.8,C000356
senate,NJ,R,No,1981,50.7,B000756
senate,NH,R,Yes,1981,50.6,R000497
senate,MN,R,Yes,1981,50.2,B000647
senate,GA,R,No,1981,50.0,M000257
senate,NC,R,No,1981,49.7,E000017
senate,CT,R,Yes,1981,49.6,W000253
senate,WY,R,Yes,1981,49.3,S000429
senate,MA,D,Yes,1981,48.9,K000105
senate,IN,R,Yes,1981,48.8,L000504
senate,NM,R,Yes,1981,48.7,D000407
senate,LA,D,Yes,1981,48.6,J000189
senate,KS,R,Yes,1981,48.4,K000017
senate,OR,R,Yes,1981,48.3,P000009
senate,UT,R,Yes,1981,48.2,G000072
senate,MD,D,Yes,1981,47.9,S000064
senate,WY,R,Yes,1981,47.9,W000092
senate,AK,R,No,1981,47.8,M001085
senate,ME,D,Yes,1981,47.4,M000811
senate,IA,R,Yes,1981,47.3,G000386
senate,UT,R,Yes,1981,46.8,H000338
senate,MI,D,Yes,1981,46.5,L000261
senate,MN,R,Yes,1981,46.4,D000566
senate,AR,D,Yes,1981,46.4,P000556
senate,NM,R,Yes,1981,45.5,S000132
senate,MO,R,Yes,1981,44.3,D000030
senate,TN,D,Yes,1981,44.3,S000068
senate,CO,D,Yes,1981,44.1,H000287
senate,CO,R,Yes,1981,43.8,A000219
senate,AZ,D,Yes,1981,43.7,D000185
senate,NY,R,No,1981,43.4,D000018
senate,MS,R,Yes,1981,43.1,C000567
senate,MI,D,Yes,1981,42.9,R000249
senate,ID,R,Yes,1981,42.7,S001138
senate,GA,D,Yes,1981,42.3,N000171
senate,PA,R,Yes,1981,42.2,H000456
senate,VT,D,Yes,1981,40.8,L000174
senate,ME,R,Yes,1981,40.4,C000598
senate,NH,R,Yes,1981,40.2,H000951
senate,MA,D,Yes,1981,39.9,T000393
senate,OK,D,Yes,1981,39.7,B000639
senate,MT,D,Yes,1981,39.1,B000243
senate,SD,R,Yes,1981,38.8,P000513
senate,WI,R,No,1981,38.5,K000019
senate,DE,D,Yes,1981,38.1,B000444
senate,NJ,D,Yes,1981,37.4,B001225
senate,CT,D,Yes,1981,36.6,D000388
senate,IN,R,Yes,1981,33.9,Q000007
senate,OK,R,No,1981,32.1,N000102
house,FL,D,Yes,1983,82.3,P000218
house,IL,D,Yes,1983,78.0,P000522
house,CA,D,Yes,1983,75.3,H000367
house,MD,D,Yes,1983,74.1,L000413
house,NJ,D,Yes,1983,73.6,R000374
house,MI,D,Yes,1983,73.4,C000919
house,IL,D,Yes,1983,73.4,Y000013
house,KY,D,Yes,1983,73.3,N000009
house,MS,D,Yes,1983,72.7,W000428
house,FL,D,Yes,1983,72.1,B000371
house,NE,R,Yes,1983,71.5,S000622
house,MA,D,Yes,1983,71.3,B000600
house,TN,D,Yes,1983,70.7,J000216
house,KY,D,Yes,1983,70.2,P000230
house,WI,D,Yes,1983,70.1,Z000001
house,MA,D,Yes,1983,70.1,O000098
house,CA,D,Yes,1983,69.9,A000189
house,NC,D,Yes,1983,69.4,J000256
house,FL,D,Yes,1983,69.2,L000226
house,TX,D,Yes,1983,69.2,P000328
house,VA,D,Yes,1983,68.6,D000038
house,CA,D,Yes,1983,68.0,E000064
house,IL,D,Yes,1983,68.0,A000212
house,TN,R,Yes,1983,67.0,Q000013
house,NJ,R,Yes,1983,67.0,F000286
house,CA,D,Yes,1983,66.9,R000485
house,LA,D,Yes,1983,66.8,B000592
house,TX,D,Yes,1983,66.7,G000272
house,VA,R,Yes,1983,66.6,R000337
house,NJ,D,Yes,1983,66.3,M000796
house,NY,D,Yes,1983,66.3,S000997
house,FL,D,Yes,1983,65.8,F000041
house,NC,D,No,1983,65.6,C000462
house,IL,R,Yes,1983,65.5,O000010
house,NY,D,Yes,1983,65.2,B000432
house,OH,R,Yes,1983,65.2,M000718
house,IL,D,No,1983,64.9,H000388
house,OH,D,Yes,1983,64.3,S000230
house,AL,D,Yes,1983,64.2,N000095
house,TX,D,Yes,1983,64.0,K000025
house,TN,R,Yes,1983,63.8,D000534
house,KS,R,Yes,1983,63.4,W000636
house,NY,R,Yes,1983,63.1,H000797
house,FL,D,Yes,1983,63.0,G000153
house,NY,D,Yes,1983,62.9,S000124
house,VA,D,No,1983,62.8,O000069
house,OH,R,Yes,1983,62.8,L000116
house,CA,D,Yes,1983,62.8,B000918
house,MI,R,Yes,1983,62.8,S000087
house,IA,D,Yes,1983,62.8,S000596
house,CA,R,Yes,1983,62.8,C000322
house,AZ,R,Yes,1983,62.5,R000495
house,MS,D,Yes,1983,62.4,M000865
house,MD,R,Yes,1983,62.3,H000747
house,OH,R,Yes,1983,62.1,W000781
house,NJ,D,Yes,1983,61.9,D000586
house,IA,D,Yes,1983,61.8,B000298
house,AL,D,Yes,1983,61.8,B000431
house,NV,R,No,1983,61.5,V000124
house,MA,R,Yes,1983,61.1,C000709
house,FL,D,Yes,1983,60.9,C000321
house,GA,D,Yes,1983,60.8,B000153
house,IL,D,Yes,1983,60.7,W000180
house,MI,R,Yes,1983,60.7,B000890
house,MD,D,Yes,1983,60.7,M000826
house,AR,R,Yes,1983,60.7,H000124
house,CA,R,Yes,1983,60.7,M000926
house,AZ,D,Yes,1983,60.6,U000001
house,NY,R,Yes,1983,60.2,C000666
house,NY,R,Yes,1983,60.1,G000212
house,TX,D,Yes,1983,60.0,B000880
house,TX,D,Yes,1983,60.0,W000763
house,IL,R,Yes,1983,59.8,M000692
house,TX,D,Yes,1983,59.7,H000067
house,LA,D,Yes,1983,59.7,L000417
house,NY,D,Yes,1983,59.6,R000442
house,MO,D,Yes,1983,59.1,Y000051
house,TX,D,Yes,1983,59.0,H000070
house,WI,D,Yes,1983,58.9,K000020
house,NJ,D,Yes,1983,58.8,R000383
house,IL,R,Yes,1983,58.7,H001022
house,IA,R,Yes,1983,58.6,E000259
house,NJ,D,Yes,1983,58.4,G000511
house,HI,D,Yes,1983,58.3,A000069
house,UT,R,No,1983,58.3,N000106
house,HI,D,Yes,1983,58.3,H000449
house,FL,R,No,1983,58.2,L000295
house,OH,R,Yes,1983,58.1,R000141
house,OH,D,Yes,1983,57.9,S000948
house,VA,R,Yes,1983,57.8,W000406
house,NY,D,Yes,1983,57.8,A000052
house,CA,D,No,1983,57.8,B001158
house,WA,R,Yes,1983,57.7,P000546
house,AL,R,Yes,1983,57.6,D000326
house,OH,D,Yes,1983,57.5,L000508
house,NC,D,Yes,1983,57.3,A000207
house,AZ,D,No,1983,57.2,M000589
house,IL,D,Yes,1983,57.2,S000081
house,MI,D,Yes,1983,57.1,A000076
house,TX,D,No,1983,56.9,V000026
house,GA,D,No,1983,56.9,R000481
house,IN,R,Yes,1983,56.8,H000624
house,NC,D,No,1983,56.8,V000006
house,CA,D,Yes,1983,56.6,D000592
house,FL,D,Yes,1983,56.6,H001018
house,CA,D,Yes,1983,56.6,B001156
house,NY,R,Yes,1983,56.6,F000141
house,PA,D,Yes,1983,56.5,G000105
house,MI,D,Yes,1983,56.5,D000355
house,PA,D,No,1983,56.3,K000307
house,CA,R,Yes,1983,56.3,L000020
house,TX,D,Yes,1983,56.3,H000582
house,NY,R,Yes,1983,56.1,W000752
house,NC,D,Yes,1983,56.0,W000419
house,GA,D,No,1983,55.9,R000080
house,IL,R,Yes,1983,55.9,E000204
