chamber,state,party,incumbent,termstart,age,bioguide
house,WI,R,Yes,1969,54.2,D000102
house,GA,D,Yes,1969,54.2,F000229
house,NY,R,No,1969,54.0,M000530
house,CA,D,Yes,1969,54.0,E000064
house,IL,D,Yes,1969,54.0,A000212
house,TN,D,Yes,1969,53.9,E000266
house,WV,D,Yes,1969,53.8,S000473
house,CA,D,Yes,1969,53.7,M001035
house,CA,R,Yes,1969,53.7,H000802
house,WA,D,Yes,1969,53.6,H000563
house,VA,R,Yes,1969,53.5,S000189
house,OK,D,Yes,1969,53.5,J000057
house,TX,D,Yes,1969,53.4,C000228
house,CA,R,Yes,1969,53.4,L000344
house,NY,D,Yes,1969,53.3,D000523
house,NY,R,Yes,1969,53.2,R000357
house,MA,R,Yes,1969,53.1,K000053
house,IL,R,Yes,1969,53.1,C000629
house,OH,R,Yes,1969,53.0,D000279
house,PA,D,Yes,1969,53.0,C000431
house,TN,R,Yes,1969,53.0,Q000013
house,NJ,R,Yes,1969,53.0,F000371
house,NJ,R,No,1969,53.0,F000286
house,IN,R,No,1969,53.0,L000049
house,NJ,D,Yes,1969,52.9,J000108
house,CA,R,Yes,1969,52.9,G000512
house,OH,R,Yes,1969,52.9,A000229
house,NC,R,No,1969,52.9,R000545
house,CA,D,Yes,1969,52.9,R000485
house,CA,R,Yes,1969,52.7,W000610
house,NE,R,Yes,1969,52.7,D000239
house,SC,D,Yes,1969,52.7,D000434
house,TX,R,Yes,1969,52.7,C000638
house,TX,D,Yes,1969,52.7,G000272
house,MO,D,Yes,1969,52.6,B000605
house,GA,D,Yes,1969,52.6,H000010
house,CA,R,Yes,1969,52.5,P000272
house,WY,R,No,1969,52.3,W000671
house,NJ,D,Yes,1969,52.3,M000796
house,KS,R,No,1969,52.3,S000217
house,GA,D,Yes,1969,52.3,D000122
house,AZ,R,Yes,1969,52.3,R000188
house,NY,D,Yes,1969,52.3,S000997
house,HI,D,Yes,1969,52.2,M000250
house,TX,D,Yes,1969,52.1,Y000043
house,MT,D,Yes,1969,52.0,O000083
house,IA,R,Yes,1969,52.0,M000286
house,CA,D,Yes,1969,51.9,W000571
house,OH,R,Yes,1969,51.9,T000010
house,FL,D,Yes,1969,51.8,F000041
house,NH,R,Yes,1969,51.8,W000782
house,WV,D,Yes,1969,51.7,K000038
house,MA,R,Yes,1969,51.7,B000239
house,MA,D,Yes,1969,51.6,M000005
house,CA,R,Yes,1969,51.6,M000070
house,OR,R,Yes,1969,51.6,W000778
house,MI,R,Yes,1969,51.5,C000275
house,NY,D,No,1969,51.2,B000432
house,NY,R,Yes,1969,51.2,B001201
house,OH,R,Yes,1969,51.2,M000718
house,KS,R,Yes,1969,51.0,M000832
house,IN,R,Yes,1969,51.0,R000464
house,CA,D,Yes,1969,50.9,M000436
house,MI,R,Yes,1969,50.8,C000263
house,NJ,D,Yes,1969,50.4,T000200
house,LA,D,Yes,1969,50.3,W000018
house,CT,D,Yes,1969,50.3,D000001
house,AL,D,Yes,1969,50.2,N000095
house,OR,R,Yes,1969,50.2,D000220
house,PA,D,Yes,1969,50.1,V000098
house,NY,D,Yes,1969,50.0,W000680
house,NC,D,No,1969,50.0,P000520
house,TX,D,Yes,1969,50.0,K000025
house,VA,D,Yes,1969,49.9,D000474
house,NY,R,Yes,1969,49.8,G000504
house,TN,R,Yes,1969,49.8,D000534
house,OK,D,Yes,1969,49.7,E000054
house,NY,D,Yes,1969,49.7,C000143
house,TX,D,Yes,1969,49.7,P000569
house,IA,R,Yes,1969,49.7,K000351
house,IL,D,Yes,1969,49.6,P000559
house,ND,R,Yes,1969,49.5,K000264
house,KS,R,Yes,1969,49.4,W000636
house,CT,D,Yes,1969,49.2,G000151
house,VA,R,Yes,1969,49.2,B000967
house,NY,R,Yes,1969,49.1,H000797
house,NY,R,Yes,1969,49.0,M000433
house,FL,D,Yes,1969,49.0,G000153
house,NY,D,Yes,1969,48.9,S000124
house,CA,R,Yes,1969,48.9,T000022
house,OH,R,Yes,1969,48.8,L000116
house,CA,D,Yes,1969,48.8,B000918
house,IA,D,Yes,1969,48.8,S000596
house,AK,R,Yes,1969,48.7,P000415
house,SC,D,No,1969,48.7,M000105
house,NH,R,Yes,1969,48.6,C000512
house,NY,D,Yes,1969,48.5,G000175
house,NY,D,Yes,1969,48.5,H000158
house,OH,R,Yes,1969,48.4,W000317
house,MS,D,Yes,1969,48.4,M000865
house,CA,D,Yes,1969,48.2,C000780
house,OH,R,Yes,1969,48.1,W000781
house,VA,D,Yes,1969,48.1,S000070
house,PA,R,Yes,1969,48.1,E000214
house,OH,R,Yes,1969,48.0,H000281
house,PA,D,Yes,1969,47.9,E000096
house,NJ,D,Yes,1969,47.8,G000016
house,AL,D,Yes,1969,47.8,B000431
house,NC,D,Yes,1969,47.7,H000479
house,FL,D,Yes,1969,47.6,R000401
house,TN,D,Yes,1969,47.5,A000203
house,IL,R,Yes,1969,47.5,F000123
house,DE,R,Yes,1969,47.5,R000460
house,OH,R,Yes,1969,47.4,C000409
house,MA,R,Yes,1969,47.4,M001009
house,NY,D,Yes,1969,47.3,P000348
house,IN,R,Yes,1969,47.3,Z000010
house,NJ,R,Yes,1969,47.2,S000045
house,MA,R,Yes,1969,47.2,C000709
house,KY,R,Yes,1969,47.0,C000823
house,FL,D,No,1969,46.9,C000321
house,IL,R,Yes,1969,46.9,A000195
house,MI,R,Yes,1969,46.7,B000890
house,AR,R,Yes,1969,46.7,H000124
house,AZ,D,Yes,1969,46.6,U000001
house,CO,R,Yes,1969,46.5,B000893
house,NY,D,Yes,1969,46.5,R000562
house,MI,R,Yes,1969,46.5,H000306
house,MN,R,Yes,1969,46.5,M000010
house,FL,R,Yes,1969,46.4,C000869
house,MN,D,Yes,1969,46.4,K000014
house,SC,R,Yes,1969,46.3,W000197
house,WI,R,Yes,1969,46.3,L000024
house,NY,R,Yes,1969,46.2,C000666
house,MI,D,Yes,1969,46.1,D000344
house,MO,D,Yes,1969,46.1,H000965
house,TX,D,Yes,1969,46.0,B000880
house,TX,D,Yes,1969,46.0,W000763
house,OH,D,Yes,1969,46.0,A000222
house,IL,R,Yes,1969,45.8,M000692
house,MD,R,Yes,1969,45.8,G000513
house,IA,R,Yes,1969,45.8,S000121
house,PA,D,Yes,1969,45.7,M000930
house,CA,R,Yes,1969,45.7,C000475
house,TX,D,Yes,1969,45.7,W000390
house,NY,D,Yes,1969,45.6,R000442
house,MI,R,Yes,1969,45.4,B000917
house,CO,D,Yes,1969,45.3,E000240
house,MN,R,Yes,1969,45.3,Q000010
house,VA,R,Yes,1969,45.2,P000401
house,CA,R,Yes,1969,45.0,R000159
house,WI,D,Yes,1969,44.9,K000020
house,LA,D,Yes,1969,44.9,R000065
house,MN,D,Yes,1969,44.9,F000350
house,OH,R,Yes,1969,44.9,S000804
house,ME,D,Yes,1969,44.9,H000346
house,NJ,D,No,1969,44.8,R000383
house,NY,R,Yes,1969,44.6,W000780
house,TX,R,Yes,1969,44.6,B001166
house,TN,R,Yes,1969,44.5,K000348
house,MT,D,No,1969,44.3,M000635
house,IL,D,Yes,1969,44.1,G000400
house,NY,D,No,1969,44.1,C000371
house,NY,D,No,1969,44.1,K000302
house,ID,R,Yes,1969,44.0,M000346
house,GA,R,Yes,1969,43.9,T000217
house,MT,R,Yes,1969,43.9,B000241
house,CA,D,Yes,1969,43.9,W000035
house,OH,D,No,1969,43.9,S000948
house,IL,D,No,1969,43.8,C000637
house,VA,R,No,1969,43.8,W000406
house,NY,D,Yes,1969,43.8,A000052
house,NJ,D,Yes,1969,43.8,H000465
house,CA,D,Yes,1969,43.8,R000134
house,MI,D,Yes,1969,43.6,N000019
house,AL,R,Yes,1969,43.6,D000326
house,NY,R,Yes,1969,43.5,R000150
house,ME,D,Yes,1969,43.5,K000356
house,PA,D,Yes,1969,43.2,R000423
house,MI,D,Yes,1969,43.2,O000055
house,NY,D,Yes,1969,43.0,P000399
house,IL,D,No,1969,43.0,M000703
house,NY,R,No,1969,42.7,H000327
house,VA,R,Yes,1969,42.7,W000121
house,MS,D,Yes,1969,42.7,G000458
house,ND,R,Yes,1969,42.6,A000208
house,CA,D,Yes,1969,42.6,B001156
house,NY,R,No,1969,42.6,F000141
house,MO,D,Yes,1969,42.5,I000001
house,PA,D,Yes,1969,42.5,G000105
house,MI,D,Yes,1969,42.5,D000355
house,CA,D,Yes,1969,42.4,L000221
house,ID,R,No,1969,42.4,H000175
house,NY,D,Yes,1969,42.4,M001098
house,VA,D,Yes,1969,42.4,M000148
house,IL,R,Yes,1969,42.3,D000269
house,MI,R,Yes,1969,42.3,R000512
house,UT,R,Yes,1969,42.2,B001155
house,WA,D,Yes,1969,42.0,A000031
house,TN,D,Yes,1969,41.9,F000424
house,IL,R,Yes,1969,41.9,E000204
house,IN,R,Yes,1969,41.9,M001130
house,GA,R,Yes,1969,41.9,B000506
house,IN,D,Yes,1969,41.8,B000736
house,IL,D,Yes,1969,41.7,S000367
house,OH,R,Yes,1969,41.5,B000910
house,MD,R,No,1969,41.5,B000272
house,NJ,D,Yes,1969,41.4,H000840
house,MI,R,Yes,1969,41.4,E000213
house,MI,D,Yes,1969,41.4,F000270
house,LA,D,Yes,1969,41.4,E000067
house,NC,R,Yes,1969,41.4,B000966
house,TX,R,Yes,1969,41.3,P000528
house,TX,D,Yes,1969,41.3,D000203
house,NY,D,Yes,1969,41.3,M000318
house,MO,D,No,1969,41.3,S001134
house,CA,R,Yes,1969,41.3,M000343
house,PA,D,No,1969,41.2,Y000014
house,CA,R,No,1969,41.2,R000469
house,CA,R,Yes,1969,41.1,W000448
house,HI,D,Yes,1969,41.1,M000797
house,WA,D,Yes,1969,41.1,M000626
house,IL,D,Yes,1969,41.0,R000458
house,RI,D,Yes,1969,41.0,S000762
house,KY,R,Yes,1969,40.9,S000669
house,CT,R,Yes,1969,40.9,M000667
house,AL,R,Yes,1969,40.8,B001008
house,NM,R,No,1969,40.6,L000506
house,LA,D,Yes,1969,40.6,L000429
house,NC,D,Yes,1969,40.5,G000015
house,AL,R,Yes,1969,40.3,E000084
house,OH,R,Yes,1969,40.3,A000221
house,MD,R,No,1969,40.3,H000692
house,NY,D,No,1969,40.0,L000477
house,NY,D,Yes,1969,39.9,O000134
house,RI,D,Yes,1969,39.9,T000265
house,WA,D,Yes,1969,39.8,F000239
house,AZ,R,Yes,1969,39.8,S000846
house,PA,R,No,1969,39.7,C000807
house,MI,D,Yes,1969,39.6,C000714
house,TN,D,Yes,1969,38.7,B000548
house,CA,R,No,1969,38.4,S000133
house,NC,R,No,1969,38.4,M000833
house,IL,R,No,1969,38.2,C000873
house,CA,R,Yes,1969,38.1,M000242
house,TN,R,Yes,1969,38.1,B000851
house,GA,D,Yes,1969,38.0,B000839
house,PA,R,Yes,1969,38.0,B000451
house,OH,R,Yes,1969,37.9,L000509
house,MO,D,No,1969,37.8,B001113
house,IN,D,Yes,1969,37.7,H000114
house,MO,D,No,1969,37.7,C000488
house,CT,R,No,1969,37.6,W000253
house,MA,R,Yes,1969,37.5,H000440
house,MI,R,Yes,1969,37.4,V000027
house,PA,R,Yes,1969,37.3,M000399
house,IL,R,Yes,1969,37.0,R000012
house,IN,D,Yes,1969,36.9,J000033
house,MI,R,Yes,1969,36.5,M000410
house,LA,D,No,1969,36.5,C000017
house,IL,R,Yes,1969,36.5,R000508
house,IA,D,Yes,1969,36.4,C000979
house,NY,D,Yes,1969,36.2,B000771
house,AL,D,No,1969,35.7,F000218
house,FL,D,Yes,1969,35.4,F000430
house,NM,R,No,1969,35.0,F000272
house,FL,R,No,1969,35.0,F000381
house,AR,D,No,1969,35.0,A000103
house,CA,D,Yes,1969,34.5,T000410
house,AR,D,Yes,1969,34.3,P000556
house,GA,D,Yes,1969,33.6,S001039
house,MA,D,No,1969,32.3,H000230
house,MI,R,Yes,1969,30.9,R000249
house,WI,R,Yes,1969,30.6,S000847
house,PA,D,Yes,1969,30.5,G000420
house,CA,R,No,1969,30.5,G000268
house,WI,D,No,1969,30.3,O000007
house,CT,R,No,1969,30.2,S000836
senate,OH,D,Yes,1969,79.7,Y000053
senate,LA,D,Yes,1969,78.3,E000112
senate,FL,D,Yes,1969,76.5,H000720
senate,VT,R,Yes,1969,76.4,A000062
senate,NM,D,Yes,1969,73.2,A000186
senate,IL,R,Yes,1969,73.0,D000360
senate,AR,D,Yes,1969,72.9,M000332
senate,NC,D,Yes,1969,72.3,J000267
senate,GA,D,Yes,1969,71.2,R000536
senate,ND,R,Yes,1969,71.1,Y000047
senate,ME,R,Yes,1969,71.1,S000590
senate,UT,R,Yes,1969,70.1,B000384
senate,ID,R,Yes,1969,69.6,J000269
senate,AL,D,Yes,1969,69.0,S000701
senate,NH,R,Yes,1969,68.6,C000802
senate,SD,R,Yes,1969,68.6,M001078
senate,PA,R,Yes,1969,68.1,S000174
senate,NC,D,Yes,1969,67.8,E000210
senate,MO,D,Yes,1969,67.5,S001136
senate,MS,D,Yes,1969,67.4,S000852
senate,KY,R,Yes,1969,67.4,C000758
senate,WV,D,Yes,1969,66.8,R000046
senate,CA,R,Yes,1969,66.5,M001092
senate,SC,R,Yes,1969,66.1,T000254
senate,MT,D,Yes,1969,65.8,M000113
senate,TX,D,Yes,1969,65.6,Y000006
senate,NJ,R,Yes,1969,64.7,C000220
senate,DE,R,Yes,1969,64.6,W000518
senate,NY,R,Yes,1969,64.6,J000064
senate,NE,R,Yes,1969,64.4,H000875
senate,MS,D,Yes,1969,64.1,E000018
senate,NE,R,Yes,1969,63.8,C001006
senate,AR,D,Yes,1969,63.7,F000401
senate,WA,D,Yes,1969,63.7,M000053
senate,VT,R,Yes,1969,62.3,P000552
senate,HI,R,Yes,1969,62.2,F000245
senate,CO,R,Yes,1969,62.0,A000161
senate,AZ,R,Yes,1969,61.9,F000013
senate,RI,D,Yes,1969,61.8,P000100
senate,CT,D,Yes,1969,61.6,D000390
senate,TN,D,Yes,1969,61.0,G000320
senate,ND,D,Yes,1969,60.5,B001077
senate,AZ,R,No,1969,60.0,G000267
senate,DE,R,Yes,1969,59.6,B000593
senate,NV,D,Yes,1969,59.1,B000436
senate,CT,D,Yes,1969,58.7,R000191
senate,MT,D,Yes,1969,57.9,M000671
senate,UT,D,Yes,1969,57.3,M001033
senate,NV,D,Yes,1969,56.9,C000120
senate,WA,D,Yes,1969,56.6,J000013
senate,WY,R,Yes,1969,56.2,H000170
senate,MI,D,Yes,1969,56.1,H000291
senate,AL,D,No,1969,56.0,A000127
senate,GA,D,Yes,1969,55.4,T000035
senate,FL,R,Yes,1969,55.0,G000531
senate,ME,D,Yes,1969,54.8,M001121
senate,CA,D,No,1969,54.5,C000877
senate,VA,D,Yes,1969,54.0,B001209
senate,NH,D,Yes,1969,53.9,M000486
senate,WY,D,Yes,1969,53.8,M000445
senate,CO,R,Yes,1969,53.5,D000409
senate,NM,D,Yes,1969,53.3,M000876
senate,IL,R,No,1969,53.2,S000602
senate,WI,D,Yes,1969,53.1,P000553
senate,MN,I,Yes,1969,52.8,M000311
senate,WI,D,Yes,1969,52.6,N000033
senate,IA,R,Yes,1969,52.6,M000730
senate,OH,R,No,1969,52.5,S000096
senate,WV,D,Yes,1969,51.1,B001210
senate,LA,D,Yes,1969,50.2,L000428
senate,RI,D,Yes,1969,50.1,P000193
senate,IN,D,Yes,1969,49.6,H000297
senate,IL,R,Yes,1969,49.3,P000222
senate,MA,R,Yes,1969,49.2,B000871
senate,NJ,D,Yes,1969,49.1,W000502
senate,KS,R,Yes,1969,48.7,P000166
senate,VA,D,Yes,1969,48.3,S000739
senate,DE,R,Yes,1969,47.5,R000460
senate,OK,R,No,1969,47.3,B000351
senate,SC,D,Yes,1969,47.0,H000725
senate,IA,D,No,1969,46.9,H000922
senate,OR,R,Yes,1969,46.5,H000343
senate,SD,D,Yes,1969,46.5,M000452
senate,MD,R,Yes,1969,46.4,M000241
senate,KS,R,Yes,1969,45.5,D000401
senate,MI,R,Yes,1969,45.2,G000465
senate,AK,R,Yes,1969,45.1,S000888
senate,ID,D,Yes,1969,44.4,C000388
senate,HI,D,Yes,1969,44.3,I000025
senate,TX,R,Yes,1969,43.3,T000322
senate,TN,R,Yes,1969,43.1,B000063
senate,NY,R,Yes,1969,42.8,G000282
senate,PA,R,Yes,1969,42.6,S000159
senate,KY,R,Yes,1969,42.4,C000721
senate,MN,I,Yes,1969,41.0,M000851
senate,IN,D,Yes,1969,41.0,B000254
senate,MD,D,Yes,1969,40.7,T000445
senate,MO,D,Yes,1969,39.3,E000004
senate,AK,D,No,1969,38.6,G000388
senate,IL,D,No,1969,38.2,S000890
senate,OK,D,Yes,1969,38.1,H000237
senate,MA,D,Yes,1969,36.9,K000105
senate,OR,R,No,1969,36.3,P000009
senate,CA,D,Yes,1969,34.5,T000410
house,NY,D,Yes,1971,82.7,C000264
house,MS,D,Yes,1971,80.9,C000645
house,CA,D,Yes,1971,80.0,M000727
house,IN,D,Yes,1971,78.9,M000039
house,TX,D,Yes,1971,77.5,P000103
house,IL,R,Yes,1971,75.3,A000216
house,IL,D,Yes,1971,74.9,K000273
house,CO,D,Yes,1971,74.8,A000225
house,PA,D,Yes,1971,74.4,B000178
house,PA,R,Yes,1971,74.3,G000290
house,SC,D,Yes,1971,72.8,M000568
house,PA,D,Yes,1971,72.4,N000113
house,FL,D,Yes,1971,72.0,H000041
house,OK,R,Yes,1971,71.8,B000323
house,IA,R,Yes,1971,71.6,G000495
house,TX,D,Yes,1971,71.1,P000398
house,LA,D,Yes,1971,70.6,P000098
house,FL,D,Yes,1971,70.4,P000218
house,TX,D,Yes,1971,70.3,M000065
house,OH,R,Yes,1971,69.9,B000676
house,NY,D,Yes,1971,69.8,D000211
house,MA,D,Yes,1971,69.6,D000419
house,LA,D,Yes,1971,69.3,H000437
house,OH,R,Yes,1971,69.2,M000393
house,NJ,R,Yes,1971,68.6,D000587
house,KY,D,Yes,1971,68.5,W000212
house,MO,D,Yes,1971,68.4,S001057
house,WA,R,Yes,1971,68.4,P000196
house,PA,R,Yes,1971,68.4,W000320
house,MD,D,Yes,1971,68.0,G000071
house,PA,R,Yes,1971,67.9,F000422
house,NY,R,Yes,1971,67.8,P000366
house,MS,D,Yes,1971,67.7,A000016
house,IN,R,Yes,1971,67.6,B000778
house,TX,D,Yes,1971,67.2,F000152
house,PA,D,Yes,1971,67.2,F000209
house,NY,D,Yes,1971,67.1,R000424
house,CA,D,Yes,1971,67.1,H000713
house,OK,D,Yes,1971,66.9,S000829
house,OH,R,Yes,1971,66.7,B000426
house,WI,R,Yes,1971,66.7,O000058
house,NY,R,Yes,1971,66.6,K000195
house,MN,R,Yes,1971,66.3,N000028
house,NC,R,Yes,1971,66.1,J000206
house,IL,D,Yes,1971,66.1,P000522
house,NY,D,No,1971,65.7,D000462
house,NJ,D,Yes,1971,65.4,P000106
house,PA,R,Yes,1971,65.4,C000772
house,WI,R,Yes,1971,65.2,T000233
house,NJ,R,Yes,1971,64.8,W000445
house,TX,D,Yes,1971,64.8,B001111
house,MO,D,Yes,1971,64.8,H000947
house,PA,R,Yes,1971,64.8,J000115
house,KS,R,Yes,1971,64.7,S000472
house,OH,R,Yes,1971,64.7,M001031
house,IA,R,Yes,1971,64.7,S000161
house,FL,D,Yes,1971,64.6,S000406
house,PA,D,Yes,1971,64.6,B001212
house,NC,D,Yes,1971,64.4,L000240
house,PA,D,Yes,1971,64.3,M000958
house,TX,D,Yes,1971,64.2,C000002
house,AL,D,Yes,1971,64.1,A000206
house,MN,R,Yes,1971,64.0,Z000016
house,KY,D,Yes,1971,63.8,S001037
house,WA,D,Yes,1971,63.6,H000174
house,PA,R,Yes,1971,63.5,S000135
house,NE,R,Yes,1971,63.5,M000175
house,WV,D,Yes,1971,63.5,S000778
house,CA,D,Yes,1971,63.4,H000367
house,GA,D,Yes,1971,63.4,L000054
house,CA,D,Yes,1971,63.1,J000135
house,IL,R,Yes,1971,63.0,M000340
house,PA,D,Yes,1971,62.9,D000255
house,OK,D,Yes,1971,62.7,A000073
house,OK,R,Yes,1971,62.7,C000073
house,VA,D,Yes,1971,62.7,A000002
house,PA,R,Yes,1971,62.5,S000102
house,PA,R,Yes,1971,62.4,W000147
house,NJ,D,Yes,1971,62.3,D000041
house,NJ,R,Yes,1971,62.2,H000972
house,MD,D,Yes,1971,62.1,L000413
house,IL,R,Yes,1971,61.8,S000756
house,AR,D,Yes,1971,61.7,M000778
house,NJ,D,Yes,1971,61.6,R000374
house,MO,D,Yes,1971,61.5,R000041
house,IL,D,Yes,1971,61.4,Y000013
house,KY,D,Yes,1971,61.4,N000009
house,CA,R,Yes,1971,61.3,T000109
house,WV,D,Yes,1971,61.3,M000845
house,CA,R,Yes,1971,61.3,S000545
house,OR,D,Yes,1971,61.0,G000407
house,NC,D,Yes,1971,61.0,T000099
house,MA,D,Yes,1971,60.8,B001092
house,TX,D,Yes,1971,60.8,T000110
house,MS,D,Yes,1971,60.8,W000428
house,IL,D,No,1971,60.6,M000675
house,KY,R,Yes,1971,60.4,C000201
house,MO,R,Yes,1971,60.4,H000049
house,TN,D,Yes,1971,60.2,E000273
house,FL,D,Yes,1971,60.1,B000371
house,CA,D,Yes,1971,60.1,S000454
house,AL,D,No,1971,59.9,A000205
house,OH,D,Yes,1971,59.7,H000408
house,MN,D,Yes,1971,59.4,B000550
house,NV,D,Yes,1971,59.4,B000141
house,NY,R,Yes,1971,59.3,S000548
house,MA,D,Yes,1971,59.3,B000600
house,OH,R,Yes,1971,59.2,M000799
house,CT,D,Yes,1971,59.1,M000847
house,MI,D,Yes,1971,59.0,G000471
house,TX,D,Yes,1971,58.9,D000467
house,WI,D,Yes,1971,58.9,R000165
house,TN,D,Yes,1971,58.8,J000216
house,IN,R,Yes,1971,58.6,D000241
house,AL,D,Yes,1971,58.6,J000248
house,SC,D,Yes,1971,58.6,G000144
house,KS,R,Yes,1971,58.5,S000388
house,KY,D,Yes,1971,58.3,P000230
house,WI,D,Yes,1971,58.2,Z000001
house,MA,D,Yes,1971,58.1,O000098
house,FL,R,Yes,1971,58.0,B001091
house,CA,D,Yes,1971,57.9,A000189
house,TX,D,Yes,1971,57.8,R000312
house,OH,D,Yes,1971,57.8,V000047
house,OH,D,Yes,1971,57.8,C000164
house,NC,D,Yes,1971,57.7,F000319
house,WI,R,Yes,1971,57.6,B001216
house,MI,R,Yes,1971,57.5,F000260
house,TX,D,Yes,1971,57.5,E000035
house,VT,R,Yes,1971,57.5,S000776
house,GA,D,Yes,1971,57.4,S000860
house,NC,D,Yes,1971,57.4,J000256
house,PA,R,Yes,1971,57.3,W000525
house,IL,R,Yes,1971,57.3,R000143
house,TX,D,Yes,1971,57.3,P000328
house,NY,R,Yes,1971,57.2,H000085
house,CA,R,Yes,1971,57.0,C000476
house,UT,R,Yes,1971,57.0,L000382
house,LA,D,Yes,1971,56.9,B000594
house,OR,D,Yes,1971,56.9,U000004
house,NY,D,Yes,1971,56.7,B000472
house,VA,D,Yes,1971,56.7,D000038
house,ND,D,No,1971,56.7,L000333
house,CA,D,Yes,1971,56.6,H000164
house,CA,D,Yes,1971,56.5,V000024
house,CA,R,Yes,1971,56.3,B000330
house,MD,R,Yes,1971,56.3,M001021
house,WV,D,Yes,1971,56.3,H000438
house,MI,R,Yes,1971,56.3,H001011
house,WI,R,Yes,1971,56.2,D000102
house,GA,D,Yes,1971,56.2,F000229
house,CA,D,Yes,1971,56.0,E000064
house,IL,D,Yes,1971,56.0,A000212
house,CA,D,No,1971,55.9,D000043
house,WV,D,Yes,1971,55.8,S000473
house,CA,D,Yes,1971,55.8,M001035
house,CA,R,No,1971,55.8,V000093
house,CA,R,Yes,1971,55.7,H000802
house,WA,D,Yes,1971,55.6,H000563
house,VA,R,Yes,1971,55.6,S000189
house,OK,D,Yes,1971,55.5,J000057
house,TX,D,Yes,1971,55.5,C000228
house,NY,D,Yes,1971,55.3,D000523
house,NY,R,Yes,1971,55.2,R000357
house,MA,R,Yes,1971,55.2,K000053
house,IL,R,Yes,1971,55.1,C000629
house,OH,R,Yes,1971,55.1,D000279
house,PA,D,Yes,1971,55.1,C000431
house,TN,R,No,1971,55.1,B000069
house,IL,R,No,1971,55.1,C000153
house,TN,R,Yes,1971,55.0,Q000013
house,NJ,R,Yes,1971,55.0,F000371
house,NJ,R,Yes,1971,55.0,F000286
house,IN,R,Yes,1971,55.0,L000049
house,CA,R,Yes,1971,55.0,G000512
house,NC,R,Yes,1971,55.0,R000545
house,CA,D,Yes,1971,54.9,R000485
house,WY,D,No,1971,54.8,R000421
house,CA,R,Yes,1971,54.8,W000610
house,SC,D,Yes,1971,54.8,D000434
house,TX,R,Yes,1971,54.7,C000638
house,TX,D,Yes,1971,54.7,G000272
house,VA,R,No,1971,54.7,R000337
house,MO,D,Yes,1971,54.7,B000605
house,GA,D,Yes,1971,54.7,H000010
house,CA,R,Yes,1971,54.5,P000272
house,NJ,D,Yes,1971,54.4,M000796
house,KS,R,Yes,1971,54.4,S000217
house,GA,D,Yes,1971,54.4,D000122
house,AZ,R,Yes,1971,54.3,R000188
house,NY,D,Yes,1971,54.3,S000997
house,HI,D,Yes,1971,54.3,M000250
house,MA,D,No,1971,54.3,H000566
house,TX,D,Yes,1971,54.2,Y000043
house,IA,R,Yes,1971,54.0,M000286
house,CA,D,Yes,1971,53.9,W000571
house,FL,D,Yes,1971,53.9,F000041
house,NH,R,Yes,1971,53.9,W000782
house,WV,D,Yes,1971,53.8,K000038
house,MA,D,Yes,1971,53.6,M000005
house,CA,R,Yes,1971,53.6,M000070
house,OR,R,Yes,1971,53.6,W000778
house,MI,R,Yes,1971,53.5,C000275
house,NY,D,Yes,1971,53.2,B000432
house,OH,R,Yes,1971,53.2,M000718
house,CA,D,Yes,1971,52.9,M000436
house,MI,R,Yes,1971,52.9,C000263
house,NJ,D,Yes,1971,52.5,T000200
house,LA,D,Yes,1971,52.4,W000018
house,OH,D,No,1971,52.4,S000230
house,AL,D,Yes,1971,52.3,N000095
house,OR,R,Yes,1971,52.2,D000220
house,PA,D,Yes,1971,52.2,V000098
house,NY,D,Yes,1971,52.0,W000680
house,NC,D,Yes,1971,52.0,P000520
house,TX,D,Yes,1971,52.0,K000025
house,VA,D,Yes,1971,52.0,D000474
house,NY,R,Yes,1971,51.9,G000504
house,TN,R,Yes,1971,51.8,D000534
house,OK,D,Yes,1971,51.8,E000054
house,NY,D,Yes,1971,51.8,C000143
house,TX,D,Yes,1971,51.7,P000569
house,IA,R,Yes,1971,51.7,K000351
house,CT,D,No,1971,51.7,G000387
house,IL,D,Yes,1971,51.7,P000559
house,KS,R,Yes,1971,51.4,W000636
house,CT,D,Yes,1971,51.3,G000151
house,VA,R,Yes,1971,51.2,B000967
house,NY,R,Yes,1971,51.1,H000797
house,NY,R,Yes,1971,51.0,M000433
house,FL,D,Yes,1971,51.0,G000153
house,NY,D,Yes,1971,51.0,S000124
house,CA,R,Yes,1971,50.9,T000022
house,OH,R,Yes,1971,50.9,L000116
house,IA,D,Yes,1971,50.8,S000596
house,SC,D,Yes,1971,50.7,M000105
house,NH,R,Yes,1971,50.6,C000512
house,NY,D,Yes,1971,50.5,H000158
house,NY,D,No,1971,50.5,A000018
house,OH,R,Yes,1971,50.5,W000317
house,MS,D,Yes,1971,50.5,M000865
house,IN,D,No,1971,50.4,R000467
house,CA,D,Yes,1971,50.3,C000780
house,MA,D,No,1971,50.2,D000499
house,OH,R,Yes,1971,50.2,W000781
house,VA,D,Yes,1971,50.1,S000070
house,PA,R,Yes,1971,50.1,E000214
house,OH,R,Yes,1971,50.1,H000281
house,PA,D,Yes,1971,49.9,E000096
house,NJ,D,Yes,1971,49.9,G000016
house,AL,D,Yes,1971,49.8,B000431
house,NC,D,Yes,1971,49.8,H000479
house,FL,D,Yes,1971,49.6,R000401
